REF_DATE,GEO,Gender,Type of corporation,Industry,VALUE
2019,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Energy,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Construction,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Other industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Women,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Finance,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,3.0
2019,Northwest Territories,Men,Total all corporations,Utilities,3.0
2019,Northwest Territories,Men,Total all corporations,Utilities,2.0
2019,Northwest Territories,Men,Total all corporations,Utilities,1.0
2019,Northwest Territories,Men,Total all corporations,Utilities,3.0
2019,Northwest Territories,Men,Total all corporations,Utilities,3.0
2019,Northwest Territories,Men,Total all corporations,Utilities,2.0
2019,Northwest Territories,Men,Total all corporations,Utilities,1.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Utilities,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Management of companies and enterprises,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Distributive trade,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Energy,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Manufacturing,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Construction,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,1.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,1.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Other industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Northwest Territories,Men,Total all corporations,Unclassified industry,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Finance,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Utilities,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Management of companies and enterprises,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Distributive trade,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Energy,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Manufacturing,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Construction,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
2019,Nunavut,Women,Total all corporations,Other industry,0.0
